distance,risk,value
29.37320403,remoteness,100
29.37377696,remoteness,100
29.3742773,remoteness,100
29.37476521,remoteness,100
29.37516375,remoteness,100
29.37569784,remoteness,100
29.37630477,remoteness,100
29.37684271,remoteness,100
29.37729203,remoteness,100
29.3774924,remoteness,100
29.37785375,remoteness,100
29.37832683,remoteness,100
29.37901658,remoteness,100
29.37984142,remoteness,100
29.38047229,remoteness,100
29.38165504,remoteness,100
29.3837192,remoteness,100
29.38523478,remoteness,100
29.38550623,remoteness,100
29.38576608,remoteness,100
29.38613713,remoteness,100
29.38662192,remoteness,100
29.38731163,remoteness,100
29.38779859,remoteness,100
29.38815559,remoteness,100
29.38903023,remoteness,100
29.3901731,remoteness,100
29.3906778,remoteness,100
29.39271303,remoteness,100
29.39312286,remoteness,100
29.39371758,remoteness,100
29.39440808,remoteness,100
29.3948258,remoteness,100
29.39548891,remoteness,100
29.39586871,remoteness,100
29.39692597,remoteness,100
29.39779931,remoteness,100
29.39826184,remoteness,100
29.39871958,remoteness,100
29.39921957,remoteness,100
29.39966889,remoteness,100
29.39997255,remoteness,100
29.40091817,remoteness,100
29.40279614,remoteness,100
29.4039565,remoteness,100
29.40501841,remoteness,100
29.40648244,remoteness,100
29.4104528,remoteness,100
29.41229182,remoteness,100
29.41388782,remoteness,100
29.41743851,remoteness,100
29.41950485,remoteness,100
29.42153253,remoteness,100
29.42363373,remoteness,100
29.42547112,remoteness,100
29.4273534,remoteness,100
29.42916784,remoteness,100
29.43091069,remoteness,100
29.43423569,remoteness,100
29.43648276,remoteness,100
29.43854691,remoteness,100
29.44049209,remoteness,100
29.44253165,remoteness,100
29.44446326,remoteness,100
29.44625075,remoteness,100
29.4472241,remoteness,100
29.45150723,remoteness,100
29.45288654,remoteness,100
29.45412852,remoteness,100
29.45459828,remoteness,100
29.45626575,remoteness,100
29.45846527,remoteness,100
29.46336483,remoteness,100
29.46484318,remoteness,100
29.46674746,remoteness,100
29.46838403,remoteness,100
29.4694656,remoteness,100
29.47040083,remoteness,100
29.4710636,remoteness,100
29.4715756,remoteness,100
29.47248774,remoteness,100
29.47376614,remoteness,100
29.47500341,remoteness,100
29.47640419,remoteness,100
29.47932584,remoteness,100
29.48001826,remoteness,100
29.48204956,remoteness,100
29.48313912,remoteness,100
29.48390314,remoteness,100
29.48455119,remoteness,100
29.48545546,remoteness,100
29.48632288,remoteness,100
29.48720442,remoteness,100
29.48769081,remoteness,100
29.48798089,remoteness,100
29.48849037,remoteness,100
29.48941123,remoteness,100
29.49042995,remoteness,100
29.49189836,remoteness,100
29.49394895,remoteness,100
29.49505496,remoteness,100
29.49620537,remoteness,100
29.49658437,remoteness,100
29.49676894,remoteness,100
29.49736215,remoteness,100
29.49803018,remoteness,100
29.49864081,remoteness,100
29.49985193,remoteness,100
29.50153164,remoteness,100
29.50286802,remoteness,100
29.50370604,remoteness,100
29.50456486,remoteness,100
29.50529971,remoteness,100
29.50602108,remoteness,100
29.50725374,remoteness,100
29.5084051,remoteness,100
29.50955636,remoteness,100
29.5130449,remoteness,100
29.51388343,remoteness,100
29.51489493,remoteness,100
29.51609843,remoteness,100
29.51690292,remoteness,100
29.51735027,remoteness,100
29.51857193,remoteness,100
29.51910457,remoteness,100
29.51985413,remoteness,100
29.52048702,remoteness,100
29.52098634,remoteness,100
29.5214781,remoteness,100
29.52198708,remoteness,100
29.5223308,remoteness,100
29.52282896,remoteness,100
29.52422156,remoteness,100
29.5258903,remoteness,100
29.5263901,remoteness,100
29.52690003,remoteness,100
29.52730354,remoteness,100
29.52750033,remoteness,100
29.52771489,remoteness,100
29.52825191,remoteness,100
29.52886287,remoteness,100
29.52951921,remoteness,100
29.53015502,remoteness,100
29.53111786,remoteness,100
29.53203103,remoteness,100
29.53335203,remoteness,100
29.53466457,remoteness,100
29.53584488,remoteness,100
29.53986209,remoteness,100
29.54137863,remoteness,100
29.54302074,remoteness,100
29.54906217,remoteness,100
29.55191368,remoteness,100
29.55290717,remoteness,100
29.55349027,remoteness,100
29.55369278,remoteness,100
29.55400017,remoteness,100
29.55470337,remoteness,100
29.55569402,remoteness,100
29.55654387,remoteness,100
29.55748859,remoteness,100
29.55807527,remoteness,100
29.55870212,remoteness,100
29.55929698,remoteness,100
29.55998909,remoteness,100
29.5605773,remoteness,100
29.56130121,remoteness,100
29.56187704,remoteness,100
29.56221798,remoteness,100
29.56241235,remoteness,100
29.56265875,remoteness,100
29.56300315,remoteness,100
29.56342451,remoteness,100
29.56375691,remoteness,100
29.56419336,remoteness,100
29.56450463,remoteness,100
29.56509351,remoteness,100
29.56533306,remoteness,100
29.56553996,remoteness,100
29.5659172,remoteness,100
29.56613366,remoteness,100
29.56632035,remoteness,100
29.56711751,remoteness,100
29.56736464,remoteness,100
29.56860616,remoteness,100
29.56937102,remoteness,100
29.57014725,remoteness,100
29.57033681,remoteness,100
29.57060646,remoteness,100
29.57108306,remoteness,100
29.57126699,remoteness,100
29.57156894,remoteness,100
29.57171963,remoteness,100
29.57193409,remoteness,100
29.57197365,remoteness,100
29.57214721,remoteness,100
29.57241309,remoteness,100
29.57259473,remoteness,100
29.57285852,remoteness,100
29.57306147,remoteness,100
29.57328836,remoteness,100
29.57345687,remoteness,100
29.57358064,remoteness,100
29.57408372,remoteness,100
29.57567277,remoteness,100
29.57677795,remoteness,100
29.5779443,remoteness,100
29.57909137,remoteness,100
29.57930421,remoteness,100
29.5797979,remoteness,100
29.58131859,remoteness,100
29.58385977,remoteness,100
29.58440262,remoteness,100
29.58489261,remoteness,100
29.5851607,remoteness,100
29.58536459,remoteness,100
29.58580517,remoteness,100
29.58614035,remoteness,100
29.58655967,remoteness,100
29.58735632,remoteness,100
29.58761841,remoteness,100
29.58786641,remoteness,100
29.58826936,remoteness,100
29.5900498,remoteness,100
29.59055292,remoteness,100
29.59095693,remoteness,100
29.59166002,remoteness,100
29.59178103,remoteness,100
29.59258726,remoteness,100
29.59261699,remoteness,100
29.59301713,remoteness,100
29.59337852,remoteness,100
29.59400934,remoteness,100
29.59460069,remoteness,100
29.59525732,remoteness,100
29.59557947,remoteness,100
29.59585578,remoteness,100
29.59599295,remoteness,100
29.59606901,remoteness,100
29.59625153,remoteness,100
29.59673715,remoteness,100
29.59757912,remoteness,100
29.59779226,remoteness,100
29.59802236,remoteness,100
29.59873721,remoteness,100
29.59911775,remoteness,100
29.59935321,remoteness,100
29.59975887,remoteness,100
29.60019208,remoteness,100
29.60038328,remoteness,100
29.6006557,remoteness,100
29.60077144,remoteness,100
29.60128323,remoteness,100
29.60148004,remoteness,100
29.60159525,remoteness,100
29.60218424,remoteness,100
29.60263413,remoteness,100
29.60296245,remoteness,100
29.60363582,remoteness,100
29.60408354,remoteness,100
29.60431104,remoteness,100
29.60452856,remoteness,100
29.60504322,remoteness,100
29.60524919,remoteness,100
29.60568042,remoteness,100
29.60584107,remoteness,100
29.606005,remoteness,100
29.60615182,remoteness,100
29.60650473,remoteness,100
29.60742026,remoteness,100
29.60824489,remoteness,100
29.6094599,remoteness,100
29.61044761,remoteness,100
29.61123161,remoteness,100
29.61184461,remoteness,100
29.61268852,remoteness,100
29.61357874,remoteness,100
29.61460831,remoteness,100
29.61568997,remoteness,100
29.61660972,remoteness,100
29.61764731,remoteness,100
29.61888665,remoteness,100
29.62030305,remoteness,100
29.62307152,remoteness,100
29.62438193,remoteness,100
29.62585256,remoteness,100
29.62861404,remoteness,100
29.62980377,remoteness,100
29.63021653,remoteness,100
29.63039323,remoteness,100
29.63064789,remoteness,100
29.63145149,remoteness,100
29.63166794,remoteness,100
29.63188753,remoteness,100
29.6322154,remoteness,100
29.63263655,remoteness,100
29.63296765,remoteness,100
29.63319935,remoteness,100
29.63362823,remoteness,100
29.63390545,remoteness,100
29.63650342,remoteness,100
29.63736483,remoteness,100
29.63797134,remoteness,100
29.63855597,remoteness,100
29.6390936,remoteness,100
29.64022452,remoteness,100
29.64108099,remoteness,100
29.64325217,remoteness,100
29.64487211,remoteness,100
29.64633004,remoteness,100
29.64724826,remoteness,100
29.64821251,remoteness,100
29.65081034,remoteness,100
29.65147366,remoteness,100
29.6539555,remoteness,100
29.65525478,remoteness,100
29.65634744,remoteness,100
29.65820295,remoteness,100
29.66019171,remoteness,100
29.66113597,remoteness,100
29.66212808,remoteness,100
29.66281728,remoteness,100
29.6633551,remoteness,100
29.66430868,remoteness,100
29.66666466,remoteness,100
29.66769508,remoteness,100
29.66849866,remoteness,100
29.6695282,remoteness,100
29.67033926,remoteness,100
29.6713235,remoteness,100
29.67282735,remoteness,100
29.67814551,remoteness,100
29.6808234,remoteness,100
29.6824228,remoteness,100
29.68317737,remoteness,100
29.68428987,remoteness,100
29.68524574,remoteness,100
29.68586732,remoteness,100
29.68662836,remoteness,100
29.68792608,remoteness,100
29.68849759,remoteness,100
29.68895911,remoteness,100
29.68950206,remoteness,100
29.69009332,remoteness,100
29.69073153,remoteness,100
29.69127506,remoteness,100
29.69158408,remoteness,100
29.69195538,remoteness,100
29.69219089,remoteness,100
29.69249352,remoteness,100
29.69358388,remoteness,100
29.69429154,remoteness,100
29.69471399,remoteness,100
29.69519786,remoteness,100
29.69552086,remoteness,100
29.69587321,remoteness,100
29.69632637,remoteness,100
29.69665496,remoteness,100
29.69701582,remoteness,100
29.69760045,remoteness,100
29.6982345,remoteness,100
29.69877165,remoteness,100
29.69958069,remoteness,100
29.70062286,remoteness,100
29.70126984,remoteness,100
29.702442,remoteness,100
29.70343836,remoteness,100
29.70426857,remoteness,100
29.70479597,remoteness,100
29.70525718,remoteness,100
29.70608174,remoteness,100
29.70686516,remoteness,100
29.70814349,remoteness,100
29.70917646,remoteness,100
29.70950314,remoteness,100
29.70987038,remoteness,100
29.71009494,remoteness,100
29.71133821,remoteness,100
29.71263621,remoteness,100
29.71305784,remoteness,100
29.71506726,remoteness,100
29.71626428,remoteness,100
29.71744279,remoteness,100
29.71802861,remoteness,100
29.7194724,remoteness,100
29.72019566,remoteness,100
29.72127549,remoteness,100
29.72214506,remoteness,100
29.72317239,remoteness,100
29.72363857,remoteness,100
29.72461181,remoteness,100
29.72526022,remoteness,100
29.72581244,remoteness,100
29.72630839,remoteness,100
29.72719722,remoteness,100
29.72841508,remoteness,100
29.72967709,remoteness,100
29.73031129,remoteness,100
29.7329886,remoteness,100
29.73443609,remoteness,100
29.73615811,remoteness,100
29.7373978,remoteness,100
29.73822908,remoteness,100
29.73908315,remoteness,100
29.73977882,remoteness,100
29.7405258,remoteness,100
29.74190674,remoteness,100
29.74379159,remoteness,100
29.74432759,remoteness,100
29.744695,remoteness,100
29.74509445,remoteness,100
29.74589127,remoteness,100
29.74748631,remoteness,100
29.74954125,remoteness,100
29.7517223,remoteness,100
29.75340113,remoteness,100
29.75540054,remoteness,100
29.75729661,remoteness,100
29.75867093,remoteness,100
29.75936759,remoteness,100
29.75996359,remoteness,100
29.76079043,remoteness,100
29.76149713,remoteness,100
29.76297198,remoteness,100
29.76459868,remoteness,100
29.76578076,remoteness,100
29.76677564,remoteness,100
29.76858957,remoteness,100
29.76999405,remoteness,100
29.77185622,remoteness,100
29.77268324,remoteness,100
29.77337637,remoteness,100
29.77427374,remoteness,100
29.77519379,remoteness,100
29.77641291,remoteness,100
29.77769598,remoteness,100
29.77916218,remoteness,100
29.78091702,remoteness,100
29.78217463,remoteness,100
29.78344163,remoteness,100
29.78573239,remoteness,100
29.78913056,remoteness,100
29.79098208,remoteness,100
29.79189838,remoteness,100
29.79265855,remoteness,100
29.79510688,remoteness,100
29.79808802,remoteness,100
29.79979797,remoteness,100
29.80198535,remoteness,100
29.80294845,remoteness,100
29.8035295,remoteness,100
29.80446423,remoteness,100
29.80799034,remoteness,100
29.81109432,remoteness,100
29.81266317,remoteness,100
29.81379222,remoteness,100
29.81588415,remoteness,100
29.81715129,remoteness,100
29.8183947,remoteness,100
29.81984857,remoteness,100
29.82129387,remoteness,100
29.82371072,remoteness,100
29.82484849,remoteness,100
29.82557793,remoteness,100
29.82610716,remoteness,100
29.82756599,remoteness,100
29.82871854,remoteness,100
29.82985853,remoteness,100
29.83062481,remoteness,100
29.8313033,remoteness,100
29.83177071,remoteness,100
29.83292271,remoteness,100
29.83389052,remoteness,100
29.83591027,remoteness,100
29.83870624,remoteness,100
29.84246817,remoteness,100
29.84541117,remoteness,100
29.84795583,remoteness,100
29.84996315,remoteness,100
29.85199264,remoteness,100
29.85388587,remoteness,100
29.85540713,remoteness,100
29.85655895,remoteness,100
29.86111647,remoteness,100
29.86387142,remoteness,100
29.86572195,remoteness,100
29.86702342,remoteness,100
29.86869153,remoteness,100
29.87149665,remoteness,100
29.87357568,remoteness,100
29.87496239,remoteness,100
29.8769292,remoteness,100
29.87931781,remoteness,100
29.88192457,remoteness,100
29.88343094,remoteness,100
29.88531244,remoteness,100
29.88712937,remoteness,100
29.88814763,remoteness,100
29.88878141,remoteness,100
29.88929874,remoteness,100
29.89002524,remoteness,100
29.89038592,remoteness,100
29.89066542,remoteness,100
29.89122043,remoteness,100
29.89241355,remoteness,100
29.89285812,remoteness,100
29.89336654,remoteness,100
29.89415372,remoteness,100
29.89476499,remoteness,100
29.89533801,remoteness,100
29.89735747,remoteness,100
29.89822307,remoteness,100
29.89896021,remoteness,100
29.90184591,remoteness,100
29.90296426,remoteness,100
29.90423384,remoteness,100
29.9048322,remoteness,100
29.90570369,remoteness,100
29.90670109,remoteness,100
29.90814658,remoteness,100
29.90966887,remoteness,100
29.91203215,remoteness,100
29.91353615,remoteness,100
29.91538026,remoteness,100
29.91618597,remoteness,100
29.91735806,remoteness,100
29.91798053,remoteness,100
29.91889196,remoteness,100
29.9200062,remoteness,100
29.92093342,remoteness,100
29.92145374,remoteness,100
29.9221746,remoteness,100
29.9247097,remoteness,100
29.92604719,remoteness,100
29.92781784,remoteness,100
29.92918729,remoteness,100
29.93050084,remoteness,100
29.9319275,remoteness,100
29.9323183,remoteness,100
29.93328783,remoteness,100
29.93446858,remoteness,100
29.93683018,remoteness,100
29.938942,remoteness,100
29.94085122,remoteness,100
29.94395116,remoteness,100
29.94535843,remoteness,100
29.94686514,remoteness,100
29.94829937,remoteness,100
29.949611,remoteness,100
29.9508824,remoteness,100
29.95268653,remoteness,100
29.95433805,remoteness,100
29.95614909,remoteness,100
29.95770389,remoteness,100
29.959547,remoteness,100
29.96169401,remoteness,100
29.9628912,remoteness,100
29.96418692,remoteness,100
29.96558119,remoteness,100
29.97024234,remoteness,100
29.9715625,remoteness,100
29.97232779,remoteness,100
29.9727566,remoteness,100
29.97418213,remoteness,100
29.97503213,remoteness,100
29.97755513,remoteness,100
29.97837526,remoteness,100
29.97909021,remoteness,100
29.97972584,remoteness,100
29.98042118,remoteness,100
29.98082225,remoteness,100
29.98114584,remoteness,100
29.98258447,remoteness,100
29.98784586,remoteness,100
29.98903604,remoteness,100
29.98975771,remoteness,100
29.99087378,remoteness,100
29.99191421,remoteness,100
29.99310386,remoteness,100
29.99366817,remoteness,100
29.99408371,remoteness,100
29.99572633,remoteness,100
29.99716486,remoteness,100
29.99837136,remoteness,100
30.0000693,remoteness,100
30.00072648,remoteness,100
30.00220738,remoteness,100
30.00337545,remoteness,100
30.0055947,remoteness,100
30.00671082,remoteness,100
30.00775131,remoteness,100
30.00883307,remoteness,100
30.01002879,remoteness,100
30.01114528,remoteness,100
30.01222802,remoteness,100
30.01354544,remoteness,100
30.01491396,remoteness,100
30.01782338,remoteness,100
30.01923995,remoteness,100
30.02181759,remoteness,100
30.02305103,remoteness,100
30.02403235,remoteness,100
30.02506656,remoteness,100
30.02727434,remoteness,100
30.02846301,remoteness,100
30.02961491,remoteness,100
30.03054989,remoteness,100
30.03141038,remoteness,100
30.0319694,remoteness,100
30.03387006,remoteness,100
30.03494205,remoteness,100
30.03570621,remoteness,100
30.0366076,remoteness,100
30.03778796,remoteness,100
30.03912182,remoteness,100
30.04032755,remoteness,100
30.04182482,remoteness,100
30.04328043,remoteness,100
30.04443493,remoteness,100
30.04549982,remoteness,100
30.04648976,remoteness,100
30.04745153,remoteness,100
30.04942028,remoteness,100
30.05061031,remoteness,100
30.05291495,remoteness,100
30.05550438,remoteness,100
30.05662945,remoteness,100
30.05839722,remoteness,100
30.05887046,remoteness,100
30.05943115,remoteness,100
30.0603139,remoteness,100
30.06125446,remoteness,100
30.06234004,remoteness,100
30.06395155,remoteness,100
30.06534236,remoteness,100
30.06662626,remoteness,100
30.06813104,remoteness,100
30.06970257,remoteness,100
30.07102467,remoteness,100
30.072314,remoteness,100
30.07514864,remoteness,100
30.07647629,remoteness,100
30.07806797,remoteness,100
30.07944728,remoteness,100
30.08088326,remoteness,100
30.08219276,remoteness,100
30.08533202,remoteness,100
30.08813638,remoteness,100
30.08929213,remoteness,100
30.09078455,remoteness,100
30.09213084,remoteness,100
30.0934318,remoteness,100
30.09475467,remoteness,100
30.09594714,remoteness,100
30.09756655,remoteness,100
30.09906628,remoteness,100
30.10009529,remoteness,100
30.10086247,remoteness,100
30.10193802,remoteness,100
30.10314735,remoteness,100
30.10397952,remoteness,100
30.10503847,remoteness,100
30.10645635,remoteness,100
30.10776324,remoteness,100
30.10915007,remoteness,100
30.11053317,remoteness,100
30.11205829,remoteness,100
30.11351603,remoteness,100
30.11508261,remoteness,100
30.1167171,remoteness,100
30.11832222,remoteness,100
30.1199501,remoteness,100
30.12142646,remoteness,100
30.12293331,remoteness,100
30.12434132,remoteness,100
30.12572694,remoteness,100
30.12708622,remoteness,100
30.12833622,remoteness,100
30.13172628,remoteness,100
30.13273522,remoteness,100
30.13385135,remoteness,100
30.13674995,remoteness,100
30.13988021,remoteness,100
30.14312514,remoteness,100
30.14473211,remoteness,100
30.1465589,remoteness,100
30.15005298,remoteness,100
30.15161408,remoteness,100
30.15306037,remoteness,100
30.1545246,remoteness,100
30.15745078,remoteness,100
30.15883487,remoteness,100
30.16029261,remoteness,100
30.16171537,remoteness,100
30.16311238,remoteness,100
30.16595696,remoteness,100
30.16720191,remoteness,100
30.16841533,remoteness,100
30.17076338,remoteness,100
30.17184698,remoteness,100
30.17291174,remoteness,100
30.17655427,remoteness,100
30.17933433,remoteness,100
30.18072592,remoteness,100
30.18650013,remoteness,100
30.18777243,remoteness,100
30.18999103,remoteness,100
30.19096904,remoteness,100
30.19196151,remoteness,100
30.19269184,remoteness,100
30.1934042,remoteness,100
30.193927,remoteness,100
30.19451002,remoteness,100
30.19613329,remoteness,100
30.19770654,remoteness,100
30.19840897,remoteness,100
30.1993353,remoteness,100
30.19958747,remoteness,100
30.20010981,remoteness,100
30.20126146,remoteness,100
30.20263501,remoteness,100
30.20346567,remoteness,100
30.20434883,remoteness,100
30.20535227,remoteness,100
30.20647235,remoteness,100
30.20727303,remoteness,100
30.2078101,remoteness,100
30.20839683,remoteness,100
30.20916168,remoteness,100
30.20986999,remoteness,100
30.21099047,remoteness,100
30.21146147,remoteness,100
30.21181188,remoteness,100
30.21232558,remoteness,100
30.2135642,remoteness,100
30.21461019,remoteness,100
30.21573593,remoteness,100
30.21848722,remoteness,100
30.22010604,remoteness,100
30.22158913,remoteness,100
30.22298504,remoteness,100
30.22438206,remoteness,100
30.22566848,remoteness,100
30.22681325,remoteness,100
30.22802021,remoteness,100
30.22935437,remoteness,100
30.23096682,remoteness,100
30.23249667,remoteness,100
30.23436969,remoteness,100
30.23614092,remoteness,100
30.23783218,remoteness,100
30.23942453,remoteness,100
30.24073059,remoteness,100
30.241643,remoteness,100
30.24292989,remoteness,100
30.24441528,remoteness,100
30.24702895,remoteness,100
30.2480428,remoteness,100
30.24888295,remoteness,100
30.24947079,remoteness,100
30.25061157,remoteness,100
30.25218772,remoteness,100
30.25366508,remoteness,100
30.2551762,remoteness,100
30.25683828,remoteness,100
30.25835048,remoteness,100
30.26000124,remoteness,100
30.26175552,remoteness,100
30.26334094,remoteness,100
30.26659104,remoteness,100
30.26827232,remoteness,100
30.26988772,remoteness,100
30.27163033,remoteness,100
30.27334925,remoteness,100
30.2767026,remoteness,100
30.27932999,remoteness,100
30.28067051,remoteness,100
30.28230336,remoteness,100
30.28500177,remoteness,100
30.28787105,remoteness,100
30.2916009,remoteness,100
30.29273252,remoteness,100
30.29388768,remoteness,100
30.29554975,remoteness,100
30.29725562,remoteness,100
30.29885571,remoteness,100
30.30042544,remoteness,100
30.30200759,remoteness,100
30.3037266,remoteness,100
30.30536821,remoteness,100
30.30678331,remoteness,100
30.30830947,remoteness,100
30.31009742,remoteness,100
30.31189057,remoteness,100
30.3136941,remoteness,100
30.31708895,remoteness,100
30.31878022,remoteness,100
30.3205298,remoteness,100
30.32243872,remoteness,100
30.32431537,remoteness,100
30.32574746,remoteness,100
30.32721633,remoteness,100
30.3285654,remoteness,100
30.32946894,remoteness,100
30.33064768,remoteness,100
30.33325304,remoteness,100
30.33618852,remoteness,100
30.3394862,remoteness,100
30.34093629,remoteness,100
30.3427584,remoteness,100
30.34433427,remoteness,100
30.34555175,remoteness,100
30.34674422,remoteness,100
30.3483063,remoteness,100
30.34981913,remoteness,100
30.35180658,remoteness,100
30.355435,remoteness,100
30.35906691,remoteness,100
30.36113875,remoteness,100
30.36527466,remoteness,100
30.3671508,remoteness,100
30.36866839,remoteness,100
30.37054223,remoteness,100
30.37268116,remoteness,100
30.37491005,remoteness,100
30.37716318,remoteness,100
30.37933637,remoteness,100
30.38146593,remoteness,100
30.38313967,remoteness,100
30.38507274,remoteness,100
30.38689002,remoteness,100
30.38864233,remoteness,100
30.39027383,remoteness,100
30.39152426,remoteness,100
30.39230825,remoteness,100
30.39380102,remoteness,100
30.39518836,remoteness,100
30.39724293,remoteness,100
30.39946994,remoteness,100
30.40151997,remoteness,100
30.40363157,remoteness,100
30.40580987,remoteness,100
30.41014724,remoteness,100
30.41219728,remoteness,100
30.41407628,remoteness,100
30.41582287,remoteness,100
30.41748948,remoteness,100
30.41931689,remoteness,100
30.42097691,remoteness,100
30.42257076,remoteness,100
30.42398396,remoteness,100
30.42555643,remoteness,100
30.42768386,remoteness,100
30.43010377,remoteness,100
30.43229636,remoteness,100
30.43660275,remoteness,100
30.43860176,remoteness,100
30.44005471,remoteness,100
30.44172578,remoteness,100
30.44315877,remoteness,100
30.44466793,remoteness,100
30.44577393,remoteness,100
30.44682334,remoteness,100
30.4497883,remoteness,100
30.4529552,remoteness,100
30.45434646,remoteness,100
30.45594031,remoteness,100
30.46043392,remoteness,100
30.46392375,remoteness,100
30.46574484,remoteness,100
30.46754889,remoteness,100
30.46934014,remoteness,100
30.47108059,remoteness,100
30.47274347,remoteness,100
30.4745114,remoteness,100
30.47625834,remoteness,100
30.47790506,remoteness,100
30.47935413,remoteness,100
30.48246874,remoteness,100
30.48418322,remoteness,100
30.48593142,remoteness,100
30.48782027,remoteness,100
30.48962214,remoteness,100
30.49161941,remoteness,100
30.49341641,remoteness,100
30.49687606,remoteness,100
30.49818157,remoteness,100
30.49925511,remoteness,100
30.50076538,remoteness,100
30.50235211,remoteness,100
30.50529215,remoteness,100
30.51059942,remoteness,100
30.51192674,remoteness,100
30.51505339,remoteness,100
30.51637346,remoteness,100
30.51784015,remoteness,100
30.51940939,remoteness,100
30.52105558,remoteness,100
30.52431004,remoteness,100
30.52581821,remoteness,100
30.5275214,remoteness,100
30.52924244,remoteness,100
30.53263164,remoteness,100
30.5362041,remoteness,100
30.53783198,remoteness,100
30.53936252,remoteness,100
30.54088434,remoteness,100
30.54260607,remoteness,100
30.54443706,remoteness,100
30.54829494,remoteness,100
30.54992471,remoteness,100
30.5518162,remoteness,100
30.5535466,remoteness,100
30.55765668,remoteness,100
30.55898212,remoteness,100
30.56012163,remoteness,100
30.56157719,remoteness,100
30.56461344,remoteness,100
30.56598639,remoteness,100
30.56720749,remoteness,100
30.5685302,remoteness,100
30.5695521,remoteness,100
30.5702954,remoteness,100
30.57059051,remoteness,100
30.57135221,remoteness,100
30.57322507,remoteness,100
30.57416615,remoteness,100
30.575568,remoteness,100
30.57705225,remoteness,100
30.57838636,remoteness,100
30.57965334,remoteness,100
30.58086158,remoteness,100
30.58241965,remoteness,100
30.58394797,remoteness,100
30.58464937,remoteness,100
30.58617828,remoteness,100
30.58690983,remoteness,100
30.58851995,remoteness,100
30.59110167,remoteness,100
30.59225219,remoteness,100
30.59340823,remoteness,100
30.59458882,remoteness,100
30.59623271,remoteness,100
30.5979568,remoteness,100
30.59971881,remoteness,100
30.60143615,remoteness,100
30.60425834,remoteness,100
30.60557529,remoteness,100
30.60737434,remoteness,100
30.61084408,remoteness,100
30.61261467,remoteness,100
30.61439599,remoteness,100
30.61593801,remoteness,100
30.61727696,remoteness,100
30.61841484,remoteness,100
30.61903173,remoteness,100
30.62157962,remoteness,100
30.62270638,remoteness,100
30.62649672,remoteness,100
30.63050728,remoteness,100
30.63368358,remoteness,100
30.63727839,remoteness,100
30.64088764,remoteness,100
30.64229305,remoteness,100
30.64387276,remoteness,100
30.64706108,remoteness,100
30.64856117,remoteness,100
30.65012897,remoteness,100
30.65172677,remoteness,100
30.65329806,remoteness,100
30.65711641,remoteness,100
30.65901707,remoteness,100
30.66254294,remoteness,100
30.66428569,remoteness,100
30.66597133,remoteness,100
30.67075236,remoteness,100
30.67227305,remoteness,100
30.67505914,remoteness,100
30.67715556,remoteness,100
30.67922075,remoteness,100
30.68712423,remoteness,100
30.68909019,remoteness,100
30.69064453,remoteness,100
30.6923342,remoteness,100
30.69423426,remoteness,100
30.69609034,remoteness,100
30.69999203,remoteness,100
30.70196022,remoteness,100
30.70843261,remoteness,100
30.71077723,remoteness,100
30.71301845,remoteness,100
30.71514095,remoteness,100
30.71726227,remoteness,100
30.71929569,remoteness,100
30.72092531,remoteness,100
30.72441069,remoteness,100
30.72648493,remoteness,100
30.72837588,remoteness,100
30.73008521,remoteness,100
30.73172602,remoteness,100
30.73337804,remoteness,100
30.73487814,remoteness,100
30.7364126,remoteness,100
30.73821292,remoteness,100
30.74020544,remoteness,100
30.74432555,remoteness,100
30.74613005,remoteness,100
30.74792212,remoteness,100
30.74965329,remoteness,100
30.75305862,remoteness,100
30.75471306,remoteness,100
30.75634739,remoteness,100
30.75801167,remoteness,100
30.7595817,remoteness,100
30.76292818,remoteness,100
30.76461626,remoteness,100
30.76628234,remoteness,100
30.76793915,remoteness,100
30.76962925,remoteness,100
30.77141154,remoteness,100
30.77294535,remoteness,100
30.77824607,remoteness,100
30.77984967,remoteness,100
30.78131802,remoteness,100
30.78274294,remoteness,100
30.78414543,remoteness,100
30.78704004,remoteness,100
30.78830003,remoteness,100
30.78967093,remoteness,100
30.79129689,remoteness,100
30.79286431,remoteness,100
30.79617587,remoteness,100
30.79782622,remoteness,100
30.79976503,remoteness,100
30.80203227,remoteness,100
30.80430423,remoteness,100
30.80924236,remoteness,100
30.81172743,remoteness,100
30.8140063,remoteness,100
30.81604355,remoteness,100
30.8181216,remoteness,100
30.82201582,remoteness,100
30.82359145,remoteness,100
30.82498437,remoteness,100
30.82683434,remoteness,100
30.83071931,remoteness,100
30.83673937,remoteness,100
30.84044996,remoteness,100
30.84218651,remoteness,100
30.84536487,remoteness,100
30.84703036,remoteness,100
30.84863597,remoteness,100
30.85016037,remoteness,100
30.85368085,remoteness,100
30.85568773,remoteness,100
30.85949464,remoteness,100
30.86251291,remoteness,100
30.86674742,remoteness,100
30.86777444,remoteness,100
30.86869663,remoteness,100
30.86983404,remoteness,100
30.87144944,remoteness,100
30.874736,remoteness,100
30.87636083,remoteness,100
30.87784252,remoteness,100
30.88104322,remoteness,100
30.88258068,remoteness,100
30.88444777,remoteness,100
30.88625055,remoteness,100
30.887901,remoteness,100
30.89072834,remoteness,100
30.8926069,remoteness,100
30.90109983,remoteness,100
30.90318625,remoteness,100
30.90505884,remoteness,100
30.91581634,remoteness,100
30.92036651,remoteness,100
